0.0007,0.6421,0.6357,0.2081,0.3269,0.2952,0.8064,0.3364,0.5697,0.1895,0.2679,0.0423,0.3606,0.8311,0.4599,0.2406,0.9446,0.0497,0.4707,0.8218,0.5270,0.7540,0.0706,0.4491,0.4429,0.7781,0.6837,0.6427,0.9767,0.7472,0.9427,0.0633,0.2544,0.8776,0.3046,0.9231,0.8906,0.8042,0.9244,0.3504
0.0042,0.5395,0.9293,0.8883,0.5927,0.2364,0.0004,0.9060,0.9903,0.0943,0.2071,0.9200,0.0595,0.7105,0.2497,0.0710,0.4171,0.1445,0.5246,0.6312,0.0572,0.9105,0.6303,0.8376,0.7227,0.1616,0.7210,0.3487,0.5628,0.7347,0.5823,0.2484,0.8698,0.9958,0.2443,0.0484,0.0079,0.2696,0.4065,0.2736
0.7156,0.8761,0.9692,0.3646,0.6510,0.3271,0.2143,0.0845,0.3631,0.2267,0.6174,0.1197,0.2804,0.1651,0.0690,0.9563,0.4282,0.8526,0.3252,0.1208,0.3364,0.4086,0.1137,0.7667,0.3740,0.4023,0.6173,0.1127,0.2350,0.0371,0.8905,0.4820,0.1466,0.9100,0.9274,0.6079,0.8882,0.9005,0.6430,0.7990
0.0832,0.4035,0.5230,0.0060,0.4840,0.4449,0.8758,0.4190,0.6649,0.5916,0.2509,0.6621,0.2565,0.7555,0.0720,0.8455,0.4186,0.1570,0.2104,0.5625,0.0611,0.5785,0.7806,0.5656,0.6193,0.2551,0.0162,0.7030,0.1385,0.8015,0.5964,0.1897,0.4942,0.4547,0.6752,0.6526,0.4664,0.0235,0.0704,0.8128
0.9254,0.4105,0.0354,0.4524,0.4170,0.6505,0.5817,0.3471,0.7446,0.7737,0.5664,0.6955,0.4247,0.0673,0.9707,0.0107,0.7479,0.1697,0.7587,0.9264,0.2996,0.1034,0.6779,0.7701,0.6083,0.0235,0.2442,0.7675,0.1031,0.5468,0.0426,0.7062,0.3323,0.0070,0.8183,0.0441,0.5458,0.4841,0.9329,0.7743
0.1858,0.3832,0.7241,0.7629,0.0346,0.2468,0.5193,0.6279,0.9979,0.5615,0.4123,0.7674,0.6905,0.7824,0.2683,0.0446,0.7654,0.4398,0.8424,0.4793,0.5543,0.5714,0.7981,0.0156,0.0452,0.9843,0.6631,0.1652,0.7230,0.1290,0.0317,0.4642,0.5895,0.9288,0.5537,0.0236,0.0159,0.7530,0.3972,0.5734
0.1214,0.7310,0.2947,0.8153,0.5099,0.7271,0.4191,0.3007,0.0106,0.3106,0.0648,0.5826,0.6272,0.6683,0.4951,0.5909,0.8574,0.3561,0.2330,0.7024,0.6199,0.2550,0.6879,0.1270,0.5540,0.0584,0.2322,0.1605,0.5530,0.5412,0.5453,0.0229,0.4590,0.3577,0.2039,0.3452,0.9286,0.5139,0.1691,0.8788
0.7278,0.4370,0.2693,0.1028,0.7930,0.5593,0.9631,0.4605,0.3776,0.3430,0.3932,0.3092,0.1119,0.6469,0.2858,0.4007,0.1979,0.3178,0.5743,0.0549,0.7892,0.1270,0.3263,0.3541,0.2201,0.0624,0.2011,0.8338,0.0719,0.6471,0.2761,0.2443,0.9956,0.8604,0.4402,0.2209,0.7054,0.0834,0.6050,0.1953
0.1172,0.9450,0.2722,0.8161,0.0594,0.7663,0.5245,0.7338,0.5979,0.4122,0.1683,0.0546,0.2845,0.9518,0.6478,0.5417,0.9228,0.5327,0.7667,0.7425,0.3874,0.7011,0.4812,0.1876,0.2351,0.7049,0.1150,0.4578,0.7324,0.2346,0.9165,0.6776,0.5379,0.8106,0.3845,0.3578,0.2553,0.6884,0.0869,0.5767
0.7639,0.4111,0.0523,0.1881,0.6315,0.7948,0.9205,0.0397,0.5205,0.5980,0.0557,0.1002,0.5506,0.2487,0.7727,0.5779,0.9898,0.5391,0.3532,0.7826,0.0834,0.4821,0.3196,0.2334,0.6248,0.6545,0.5583,0.5444,0.6775,0.8695,0.6865,0.6295,0.6798,0.5180,0.2598,0.5564,0.5738,0.3699,0.3665,0.6432
0.5093,0.4864,0.8889,0.2478,0.7896,0.7972,0.8791,0.5643,0.6742,0.8656,0.3582,0.0105,0.5497,0.3840,0.0105,0.6051,0.8447,0.3907,0.8917,0.7244,0.0333,0.0979,0.9617,0.4803,0.9288,0.7902,0.6110,0.6051,0.1299,0.7667,0.8370,0.8940,0.7385,0.7672,0.1351,0.5755,0.3896,0.1173,0.6981,0.0363
